name,audio_name,audio_path,image_name,image_path,label,predict,confidence,result
29_block2_79_90_TA_8,29_block2_79_90_TA_8.wav,/Users/hela/Code/pata/Audio_data/29/29_block2_79_90_TA_8.wav,29_block2_79_90_TA_8.png,/Users/hela/Code/pata/spectrograms/29_block2_79_90_TA_8.png,ta,ta,0.5874621272087097,ta
29_block2_7_101_TA_8,29_block2_7_101_TA_8.wav,/Users/hela/Code/pata/Audio_data/29/29_block2_7_101_TA_8.wav,29_block2_7_101_TA_8.png,/Users/hela/Code/pata/spectrograms/29_block2_7_101_TA_8.png,ta,,,ta
29_block2_80_153_TA_9,29_block2_80_153_TA_9.wav,/Users/hela/Code/pata/Audio_data/29/29_block2_80_153_TA_9.wav,29_block2_80_153_TA_9.png,/Users/hela/Code/pata/spectrograms/29_block2_80_153_TA_9.png,,ta,0.99541974067688,ta
29_block2_8_157_TA_9,29_block2_8_157_TA_9.wav,/Users/hela/Code/pata/Audio_data/29/29_block2_8_157_TA_9.wav,29_block2_8_157_TA_9.png,/Users/hela/Code/pata/spectrograms/29_block2_8_157_TA_9.png,ta,,,ta
29_block2_9_121_PA_1,29_block2_9_121_PA_1.wav,/Users/hela/Code/pata/Audio_data/29/29_block2_9_121_PA_1.wav,29_block2_9_121_PA_1.png,/Users/hela/Code/pata/spectrograms/29_block2_9_121_PA_1.png,,pa,0.984478235244751,pa
30_block1_10_29_TA_2,30_block1_10_29_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_10_29_TA_2.wav,30_block1_10_29_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_10_29_TA_2.png,ta,pa,0.5903986692428589,ta
30_block1_11_66_TA_3,30_block1_11_66_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_11_66_TA_3.wav,30_block1_11_66_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_11_66_TA_3.png,ta,,,ta
30_block1_12_4_TA_4,30_block1_12_4_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_12_4_TA_4.wav,30_block1_12_4_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_12_4_TA_4.png,,ta,0.9962888956069946,ta
30_block1_13_56_PA_6,30_block1_13_56_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_13_56_PA_6.wav,30_block1_13_56_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_13_56_PA_6.png,pa,pa,0.8749024868011475,pa
30_block1_14_28_PA_7,30_block1_14_28_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_14_28_PA_7.wav,30_block1_14_28_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_14_28_PA_7.png,pa,,,pa
30_block1_15_80_PA_8,30_block1_15_80_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_15_80_PA_8.wav,30_block1_15_80_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_15_80_PA_8.png,pa,pa,0.7809699773788452,pa
30_block1_16_71_PA_9,30_block1_16_71_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_16_71_PA_9.wav,30_block1_16_71_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_16_71_PA_9.png,pa,,,pa
30_block1_17_13_TA_1,30_block1_17_13_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_17_13_TA_1.wav,30_block1_17_13_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_17_13_TA_1.png,ta,,,ta
30_block1_18_76_TA_2,30_block1_18_76_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_18_76_TA_2.wav,30_block1_18_76_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_18_76_TA_2.png,ta,,,ta
30_block1_19_73_TA_3,30_block1_19_73_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_19_73_TA_3.wav,30_block1_19_73_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_19_73_TA_3.png,,ta,0.984252154827118,ta
30_block1_1_27_TA_1,30_block1_1_27_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_1_27_TA_1.wav,30_block1_1_27_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_1_27_TA_1.png,ta,,,ta
30_block1_20_7_TA_4,30_block1_20_7_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_20_7_TA_4.wav,30_block1_20_7_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_20_7_TA_4.png,ta,,,ta
30_block1_21_15_PA_6,30_block1_21_15_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_21_15_PA_6.wav,30_block1_21_15_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_21_15_PA_6.png,,pa,0.9632930159568788,pa
30_block1_22_17_PA_7,30_block1_22_17_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_22_17_PA_7.wav,30_block1_22_17_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_22_17_PA_7.png,pa,,,pa
30_block1_23_43_PA_8,30_block1_23_43_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_23_43_PA_8.wav,30_block1_23_43_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_23_43_PA_8.png,pa,,,pa
30_block1_24_72_PA_9,30_block1_24_72_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_24_72_PA_9.wav,30_block1_24_72_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_24_72_PA_9.png,pa,,,pa
30_block1_25_48_TA_1,30_block1_25_48_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_25_48_TA_1.wav,30_block1_25_48_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_25_48_TA_1.png,,ta,0.9616486430168152,ta
30_block1_26_49_TA_2,30_block1_26_49_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_26_49_TA_2.wav,30_block1_26_49_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_26_49_TA_2.png,ta,,,ta
30_block1_27_31_TA_3,30_block1_27_31_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_27_31_TA_3.wav,30_block1_27_31_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_27_31_TA_3.png,,ta,0.9635688662528992,ta
30_block1_28_54_TA_4,30_block1_28_54_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_28_54_TA_4.wav,30_block1_28_54_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_28_54_TA_4.png,,ta,0.9774985313415528,ta
30_block1_29_61_PA_6,30_block1_29_61_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_29_61_PA_6.wav,30_block1_29_61_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_29_61_PA_6.png,pa,,,pa
30_block1_2_79_TA_2,30_block1_2_79_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_2_79_TA_2.wav,30_block1_2_79_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_2_79_TA_2.png,ta,,,ta
30_block1_30_60_PA_7,30_block1_30_60_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_30_60_PA_7.wav,30_block1_30_60_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_30_60_PA_7.png,pa,,,pa
30_block1_31_30_PA_8,30_block1_31_30_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_31_30_PA_8.wav,30_block1_31_30_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_31_30_PA_8.png,pa,,,pa
30_block1_32_37_PA_9,30_block1_32_37_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_32_37_PA_9.wav,30_block1_32_37_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_32_37_PA_9.png,,pa,0.9734779000282288,pa
30_block1_33_44_TA_1,30_block1_33_44_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_33_44_TA_1.wav,30_block1_33_44_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_33_44_TA_1.png,,ta,0.9823921322822572,ta
30_block1_34_2_TA_2,30_block1_34_2_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_34_2_TA_2.wav,30_block1_34_2_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_34_2_TA_2.png,ta,,,ta
30_block1_35_14_TA_3,30_block1_35_14_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_35_14_TA_3.wav,30_block1_35_14_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_35_14_TA_3.png,ta,,,ta
30_block1_36_32_TA_4,30_block1_36_32_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_36_32_TA_4.wav,30_block1_36_32_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_36_32_TA_4.png,,ta,0.9964709281921388,ta
30_block1_37_25_PA_6,30_block1_37_25_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_37_25_PA_6.wav,30_block1_37_25_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_37_25_PA_6.png,pa,,,pa
30_block1_38_41_PA_7,30_block1_38_41_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_38_41_PA_7.wav,30_block1_38_41_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_38_41_PA_7.png,pa,pa,0.9232656359672546,pa
30_block1_39_65_PA_8,30_block1_39_65_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_39_65_PA_8.wav,30_block1_39_65_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_39_65_PA_8.png,pa,pa,0.9471575617790222,pa
30_block1_3_62_TA_3,30_block1_3_62_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_3_62_TA_3.wav,30_block1_3_62_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_3_62_TA_3.png,ta,,,ta
30_block1_40_16_PA_9,30_block1_40_16_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_40_16_PA_9.wav,30_block1_40_16_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_40_16_PA_9.png,pa,pa,0.9330260753631592,pa
30_block1_41_22_TA_1,30_block1_41_22_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_41_22_TA_1.wav,30_block1_41_22_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_41_22_TA_1.png,,ta,0.9902410507202148,ta
30_block1_42_39_TA_2,30_block1_42_39_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_42_39_TA_2.wav,30_block1_42_39_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_42_39_TA_2.png,ta,,,ta
30_block1_43_78_TA_3,30_block1_43_78_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_43_78_TA_3.wav,30_block1_43_78_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_43_78_TA_3.png,ta,ta,0.904149889945984,ta
30_block1_44_3_TA_4,30_block1_44_3_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_44_3_TA_4.wav,30_block1_44_3_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_44_3_TA_4.png,,ta,0.9621509313583374,ta
30_block1_45_33_PA_6,30_block1_45_33_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_45_33_PA_6.wav,30_block1_45_33_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_45_33_PA_6.png,pa,,,pa
30_block1_46_24_PA_7,30_block1_46_24_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_46_24_PA_7.wav,30_block1_46_24_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_46_24_PA_7.png,,pa,0.9666987657546996,pa
30_block1_47_69_PA_8,30_block1_47_69_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_47_69_PA_8.wav,30_block1_47_69_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_47_69_PA_8.png,pa,pa,0.6345393657684326,pa
30_block1_48_23_PA_9,30_block1_48_23_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_48_23_PA_9.wav,30_block1_48_23_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_48_23_PA_9.png,pa,,,pa
30_block1_49_77_TA_1,30_block1_49_77_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_49_77_TA_1.wav,30_block1_49_77_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_49_77_TA_1.png,,ta,0.9979785084724426,ta
30_block1_4_20_TA_4,30_block1_4_20_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_4_20_TA_4.wav,30_block1_4_20_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_4_20_TA_4.png,,ta,0.9958490133285522,ta
30_block1_50_75_TA_2,30_block1_50_75_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_50_75_TA_2.wav,30_block1_50_75_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_50_75_TA_2.png,ta,,,ta
30_block1_51_55_TA_3,30_block1_51_55_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_51_55_TA_3.wav,30_block1_51_55_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_51_55_TA_3.png,ta,,,ta
30_block1_52_52_TA_4,30_block1_52_52_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_52_52_TA_4.wav,30_block1_52_52_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_52_52_TA_4.png,ta,ta,0.8117550611495972,ta
30_block1_53_12_PA_6,30_block1_53_12_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_53_12_PA_6.wav,30_block1_53_12_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_53_12_PA_6.png,pa,,,pa
30_block1_54_63_PA_7,30_block1_54_63_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_54_63_PA_7.wav,30_block1_54_63_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_54_63_PA_7.png,pa,,,pa
30_block1_55_42_PA_8,30_block1_55_42_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_55_42_PA_8.wav,30_block1_55_42_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_55_42_PA_8.png,pa,pa,0.9460951089859008,pa
30_block1_56_74_PA_9,30_block1_56_74_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_56_74_PA_9.wav,30_block1_56_74_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_56_74_PA_9.png,pa,,,pa
30_block1_57_47_TA_1,30_block1_57_47_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_57_47_TA_1.wav,30_block1_57_47_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_57_47_TA_1.png,ta,,,ta
30_block1_58_26_TA_2,30_block1_58_26_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_58_26_TA_2.wav,30_block1_58_26_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_58_26_TA_2.png,,ta,0.9951984286308287,ta
30_block1_59_35_TA_3,30_block1_59_35_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_59_35_TA_3.wav,30_block1_59_35_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_59_35_TA_3.png,,ta,0.9680473804473876,ta
30_block1_5_46_PA_6,30_block1_5_46_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_5_46_PA_6.wav,30_block1_5_46_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_5_46_PA_6.png,pa,pa,0.9255654811859132,pa
30_block1_60_64_TA_4,30_block1_60_64_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_60_64_TA_4.wav,30_block1_60_64_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_60_64_TA_4.png,,ta,0.981849491596222,ta
30_block1_61_40_PA_6,30_block1_61_40_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_61_40_PA_6.wav,30_block1_61_40_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_61_40_PA_6.png,pa,pa,0.872208833694458,pa
30_block1_62_9_PA_7,30_block1_62_9_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_62_9_PA_7.wav,30_block1_62_9_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_62_9_PA_7.png,pa,pa,0.9255656599998474,pa
30_block1_63_70_PA_8,30_block1_63_70_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_63_70_PA_8.wav,30_block1_63_70_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_63_70_PA_8.png,pa,pa,0.9478205442428588,pa
30_block1_64_36_PA_9,30_block1_64_36_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_64_36_PA_9.wav,30_block1_64_36_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_64_36_PA_9.png,pa,pa,0.9122062921524048,pa
30_block1_65_19_TA_1,30_block1_65_19_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_65_19_TA_1.wav,30_block1_65_19_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_65_19_TA_1.png,,ta,0.997509241104126,ta
30_block1_66_50_TA_2,30_block1_66_50_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_66_50_TA_2.wav,30_block1_66_50_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_66_50_TA_2.png,,ta,0.998671531677246,ta
30_block1_67_8_TA_3,30_block1_67_8_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_67_8_TA_3.wav,30_block1_67_8_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_67_8_TA_3.png,,ta,0.9850630760192872,ta
30_block1_68_68_TA_4,30_block1_68_68_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_68_68_TA_4.wav,30_block1_68_68_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_68_68_TA_4.png,ta,,,ta
30_block1_69_1_PA_6,30_block1_69_1_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_69_1_PA_6.wav,30_block1_69_1_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_69_1_PA_6.png,pa,,,pa
30_block1_6_11_PA_7,30_block1_6_11_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_6_11_PA_7.wav,30_block1_6_11_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_6_11_PA_7.png,pa,,,pa
30_block1_70_10_PA_7,30_block1_70_10_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_70_10_PA_7.wav,30_block1_70_10_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_70_10_PA_7.png,pa,,,pa
30_block1_71_18_PA_8,30_block1_71_18_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_71_18_PA_8.wav,30_block1_71_18_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_71_18_PA_8.png,pa,pa,0.9404810070991516,pa
30_block1_72_53_PA_9,30_block1_72_53_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_72_53_PA_9.wav,30_block1_72_53_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_72_53_PA_9.png,pa,pa,0.9092639088630676,pa
30_block1_73_57_TA_1,30_block1_73_57_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_73_57_TA_1.wav,30_block1_73_57_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_73_57_TA_1.png,ta,,,ta
30_block1_74_67_TA_2,30_block1_74_67_TA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_74_67_TA_2.wav,30_block1_74_67_TA_2.png,/Users/hela/Code/pata/spectrograms/30_block1_74_67_TA_2.png,,ta,0.9981697797775269,ta
30_block1_75_21_TA_3,30_block1_75_21_TA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_75_21_TA_3.wav,30_block1_75_21_TA_3.png,/Users/hela/Code/pata/spectrograms/30_block1_75_21_TA_3.png,ta,,,ta
30_block1_76_51_TA_4,30_block1_76_51_TA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_76_51_TA_4.wav,30_block1_76_51_TA_4.png,/Users/hela/Code/pata/spectrograms/30_block1_76_51_TA_4.png,ta,,,ta
30_block1_77_34_PA_6,30_block1_77_34_PA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_77_34_PA_6.wav,30_block1_77_34_PA_6.png,/Users/hela/Code/pata/spectrograms/30_block1_77_34_PA_6.png,pa,pa,0.8914193511009216,pa
30_block1_78_6_PA_7,30_block1_78_6_PA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_78_6_PA_7.wav,30_block1_78_6_PA_7.png,/Users/hela/Code/pata/spectrograms/30_block1_78_6_PA_7.png,,pa,0.9757952094078064,pa
30_block1_79_38_PA_8,30_block1_79_38_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_79_38_PA_8.wav,30_block1_79_38_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_79_38_PA_8.png,pa,pa,0.9579649567604064,pa
30_block1_7_5_PA_8,30_block1_7_5_PA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_7_5_PA_8.wav,30_block1_7_5_PA_8.png,/Users/hela/Code/pata/spectrograms/30_block1_7_5_PA_8.png,pa,pa,0.9121323227882384,pa
30_block1_80_58_PA_9,30_block1_80_58_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_80_58_PA_9.wav,30_block1_80_58_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_80_58_PA_9.png,pa,pa,0.958000421524048,pa
30_block1_8_45_PA_9,30_block1_8_45_PA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_8_45_PA_9.wav,30_block1_8_45_PA_9.png,/Users/hela/Code/pata/spectrograms/30_block1_8_45_PA_9.png,pa,pa,0.9287144541740416,pa
30_block1_9_59_TA_1,30_block1_9_59_TA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block1_9_59_TA_1.wav,30_block1_9_59_TA_1.png,/Users/hela/Code/pata/spectrograms/30_block1_9_59_TA_1.png,ta,,,ta
30_block2_10_122_PA_2,30_block2_10_122_PA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_10_122_PA_2.wav,30_block2_10_122_PA_2.png,/Users/hela/Code/pata/spectrograms/30_block2_10_122_PA_2.png,err,,,err
30_block2_11_107_PA_3,30_block2_11_107_PA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_11_107_PA_3.wav,30_block2_11_107_PA_3.png,/Users/hela/Code/pata/spectrograms/30_block2_11_107_PA_3.png,pa,,,pa
30_block2_12_90_PA_4,30_block2_12_90_PA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_12_90_PA_4.wav,30_block2_12_90_PA_4.png,/Users/hela/Code/pata/spectrograms/30_block2_12_90_PA_4.png,pa,pa,0.957963228225708,pa
30_block2_13_118_TA_6,30_block2_13_118_TA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_13_118_TA_6.wav,30_block2_13_118_TA_6.png,/Users/hela/Code/pata/spectrograms/30_block2_13_118_TA_6.png,,ta,0.9628049731254578,ta
30_block2_14_108_TA_7,30_block2_14_108_TA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_14_108_TA_7.wav,30_block2_14_108_TA_7.png,/Users/hela/Code/pata/spectrograms/30_block2_14_108_TA_7.png,,ta,0.9669154286384584,ta
30_block2_15_144_TA_8,30_block2_15_144_TA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_15_144_TA_8.wav,30_block2_15_144_TA_8.png,/Users/hela/Code/pata/spectrograms/30_block2_15_144_TA_8.png,ta,,,ta
30_block2_16_120_TA_9,30_block2_16_120_TA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_16_120_TA_9.wav,30_block2_16_120_TA_9.png,/Users/hela/Code/pata/spectrograms/30_block2_16_120_TA_9.png,,ta,0.9798247814178468,ta
30_block2_17_110_PA_1,30_block2_17_110_PA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_17_110_PA_1.wav,30_block2_17_110_PA_1.png,/Users/hela/Code/pata/spectrograms/30_block2_17_110_PA_1.png,pa,pa,0.9258455634117126,pa
30_block2_18_100_PA_2,30_block2_18_100_PA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_18_100_PA_2.wav,30_block2_18_100_PA_2.png,/Users/hela/Code/pata/spectrograms/30_block2_18_100_PA_2.png,pa,pa,0.932929277420044,pa
30_block2_19_139_PA_3,30_block2_19_139_PA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_19_139_PA_3.wav,30_block2_19_139_PA_3.png,/Users/hela/Code/pata/spectrograms/30_block2_19_139_PA_3.png,pa,pa,0.9335778951644896,pa
30_block2_1_145_PA_1,30_block2_1_145_PA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_1_145_PA_1.wav,30_block2_1_145_PA_1.png,/Users/hela/Code/pata/spectrograms/30_block2_1_145_PA_1.png,pa,,,pa
30_block2_20_128_PA_4,30_block2_20_128_PA_4.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_20_128_PA_4.wav,30_block2_20_128_PA_4.png,/Users/hela/Code/pata/spectrograms/30_block2_20_128_PA_4.png,pa,pa,0.9489940404891968,pa
30_block2_21_129_TA_6,30_block2_21_129_TA_6.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_21_129_TA_6.wav,30_block2_21_129_TA_6.png,/Users/hela/Code/pata/spectrograms/30_block2_21_129_TA_6.png,ta,ta,0.9276071786880492,ta
30_block2_22_111_TA_7,30_block2_22_111_TA_7.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_22_111_TA_7.wav,30_block2_22_111_TA_7.png,/Users/hela/Code/pata/spectrograms/30_block2_22_111_TA_7.png,ta,,,ta
30_block2_23_142_TA_8,30_block2_23_142_TA_8.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_23_142_TA_8.wav,30_block2_23_142_TA_8.png,/Users/hela/Code/pata/spectrograms/30_block2_23_142_TA_8.png,,ta,0.9941900968551636,ta
30_block2_24_116_TA_9,30_block2_24_116_TA_9.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_24_116_TA_9.wav,30_block2_24_116_TA_9.png,/Users/hela/Code/pata/spectrograms/30_block2_24_116_TA_9.png,,ta,0.9995205402374268,ta
30_block2_25_148_PA_1,30_block2_25_148_PA_1.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_25_148_PA_1.wav,30_block2_25_148_PA_1.png,/Users/hela/Code/pata/spectrograms/30_block2_25_148_PA_1.png,pa,pa,0.9481388330459596,pa
30_block2_26_133_PA_2,30_block2_26_133_PA_2.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_26_133_PA_2.wav,30_block2_26_133_PA_2.png,/Users/hela/Code/pata/spectrograms/30_block2_26_133_PA_2.png,pa,pa,0.9015053510665894,pa
30_block2_27_157_PA_3,30_block2_27_157_PA_3.wav,/Users/hela/Code/pata/Audio_data/30/30_block2_27_157_PA_3.wav,30_block2_27_157_PA_3.png,/Users/hela/Code/pata/spectrograms/30_block2_27_157_PA_3.png,pa,pa,0.7959328293800354,pa
